chrom	start	end	KR	VC	VC_SQRT	weight	GC	E1	E2	E3	binary	HMM2	HMM3	HMM3P	HMM4	HMM5	HMM6	HMM7	HMM8	HMM9
chr3	84250000	84500000	0.6276517665044378	0.6439801402241538	0.6846409911203393	0.0025987448893690485	0.33528	-0.7513571694456357	0.4549484622041006	0.08826919564375593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	84500000	84750000	0.6940463752367935	0.7257445623189326	0.7268060871589004	0.0023490389838859383	0.347392	-0.6815365702865999	0.43183181415080624	0.16757063431926494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	84750000	85000000	0.7142113298779769	0.7530656347151375	0.7403602194025943	0.0022777290208616367	0.361972	-0.7295861443218504	0.44153283668461335	0.1853784852787556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	85000000	85250000	0.6627706002244447	0.6926153599311503	0.7100234950080184	0.0024458376479405772	0.339544	-0.7031468778503426	0.40070170265792326	0.2112704969540115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	85250000	85500000	0.6870136656982206	0.7241840208323194	0.7260242546244261	0.002383687348887503	0.335828	-0.6608988228829381	0.40015941407584804	0.2694392251361814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	85500000	85750000	0.7219387402657059	0.7697544828426762	0.7485189058531373	0.0022112590443181357	0.341024	-0.6808677514762516	0.44652089700376746	0.27499273286436693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	85750000	86000000	0.703548057310419	0.7500803950560324	0.7388913252819229	0.0022694235032989373	0.340292	-0.7757003112875246	0.4588826292470955	0.2488580533192593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	86000000	86250000	0.6936992784291823	0.7392427491904022	0.7335339135539577	0.002338730402191586	0.355336	-0.7953781625355891	0.4902134600741205	0.2635437875603185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	86250000	86500000	0.6790438474585957	0.7234186597210505	0.7256405002135915	0.0023892163699198747	0.346276	-0.7913271818330677	0.46730290067819613	0.2859241363173123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	86500000	86750000	0.736470998597435	0.801796938717488	0.7639393091148111	0.002128843450786525	0.358672	-0.7803852153094538	0.5200915572232317	0.23798948780071072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	86750000	87000000	0.7551438721568027	0.8451607751862644	0.7843254856485111	0.0021503631179945444	0.357404	-0.7423823111722828	0.5032345412329963	0.3493234146324954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	87000000	87250000	0.8772187240732097	1.0149052793097633	0.8594872063385698	0.0017951954450780541	0.36406	-0.5911826363256312	0.4116228406962636	0.48494646473641684	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	87250000	87500000	0.7873957103097116	0.8984643663468447	0.8086807205623082	0.0020266069917560282	0.356224	-0.5143371864384045	0.3455327515579	0.2782296771781355	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	87500000	87750000	0.8200374501958255	0.941940853368795	0.8280155204464281	0.002013385392486834	0.363692	-0.5045211418807786	0.32654922972611544	0.3910750993954105	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0
chr3	87750000	88000000	0.8106182235921843	0.9341878447091879	0.8246008283791033	0.0020649678194774156	0.36052	-0.4502823371984515	0.28900354300832726	0.3467892229199072	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0
chr3	88000000	88250000	1.0002973635291161	1.2195383224014937	0.9421594026472281	0.0015109442601241728	0.374156	-0.04041904971193479	0.032256606846061416	0.8338653456934718	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	88250000	88500000	0.8123474248590186	0.9073008082678584	0.8126476982117062	0.001967436891364557	0.354804	-0.5672798202969724	0.3682003124208676	0.19159710620116255	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	3.0
chr3	88500000	88750000	0.7080732841185416	0.7626409317349087	0.745052224959435	0.002369915858306376	0.3534	-0.6972078083758928	0.439799377981718	0.11778566945646216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	88750000	89000000	0.7098323550137702	0.7591520778380855	0.7433460760275156	0.0023172428400956187	0.353464	-0.7000244137687532	0.47556383644329164	0.12891016234620178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	89000000	89250000	0.7377068863335298	0.7937556771718187	0.7600988631005576	0.0021995287688029086	0.34406	-0.6270333322193943	0.4350491530836754	0.19596007609407756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	89250000	89500000	0.6603364026526066	0.6858298207282122	0.7065368912604598	0.0024923897475928798	0.349516	-0.723557096129346	0.5045679419866399	0.13698878703049108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	89500000	89750000	0.6765581809422595	0.6924364443466978	0.7099317828681863	0.002527367245898728	0.352116	-0.7555400861840286	0.5542430959113755	0.17074080441325198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	89750000	90000000	0.7055188541218438	0.715135530811214	0.7214742555558459	0.0025543735578899872	0.368396	-0.7196293053970922	0.562196824871178	0.2417740673821844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	90000000	90250000	0.7200617535850427	0.717212939541801	0.7225214067328737	0.002360117892177423	0.364164	-0.664537628134095	0.5721229180761981	0.1357773002356689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	90250000	90500000	0.3676691885180679	0.28578451364718127	0.4560852280232123		0.369472													
chr3	90500000	90750000	0.18815714671596506	0.10327073799627841	0.274167076431722		0.3551900330889746													
chr3	90750000	91000000	0.03135437412626158	0.004651805195764217	0.058188534626672485		0.37635689235393904													
chr3	91000000	91250000	0.03329109739558572	0.005148792930354411	0.06121803336617102		0.3768206483650708													
chr3	91250000	91500000	0.48217091669483186	0.3598853848745792	0.5118099983996115	0.0041541115628823	0.3748760012760397	-0.7318530681984662	0.6051737727874871	0.026263298215654898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	91500000	91750000	0.09068984883173171	0.03926534428418927	0.16905630229068414		0.37794317727090837													
chr3	91750000	92000000		0.0014081319146722166	0.032014618543140576		0.38351340536214484													
chr3	92000000	92250000		0.0004969877345901941	0.01901951753389567		0.383212													
chr3	92250000	92500000		0.0010536139973312114	0.027692835537571615		0.383144													
chr3	92500000	92750000		0.0005632527658688866	0.02024782260355716		0.383256													
chr3	92750000	93000000		0.0011364452864295771	0.028760797647399902		0.382664													
chr3	93000000	93250000		0.001056927248895146	0.027736343554245525		0.3833													
chr3	93250000	93500000	0.017513397212903313	0.01960450950380119	0.11945508761074318		0.38304921968787514													
chr3	93500000	93750000	0.0756816799550336	0.03211534740921834	0.15289137023225444		0.38161													
chr3	93750000	94000000	0.7192077511660786	0.7389445565496482	0.7333859537143126	0.002351757457488372	0.38814	-0.5557701869396149	-0.33877827271349514	-0.041363753747937146	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	94000000	94250000	0.9832777628683032	1.182569061451111	0.9277691280219172	0.0015947970195865006	0.373832	-0.3009571592391126	-0.6780425120864546	0.26487996329492464	0.0	0.0	0.0	0.0	1.0	1.0	2.0	3.0	3.0	4.0
chr3	94250000	94500000	0.8505499499913233	0.9689140343507867	0.8397872640197278	0.0019268152868801107	0.369084	-0.5963349244513735	-0.517266300777689	-0.3822472518064497	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	3.0
chr3	94500000	94750000	0.756031205239943	0.8429276436321725	0.7832886057124292	0.0022041147382638937	0.358808	-0.6330936856972	-0.5447046162057924	-0.39959922426528965	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	94750000	95000000	0.7603899358435333	0.8349294543568343	0.7795635987475894	0.0021793051336081743	0.350852	-0.5650321765523871	-0.5298669379128549	-0.48763613285758317	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	95000000	95250000	0.7630501942826555	0.8527878802864419	0.7878565872389525	0.002208264546106685	0.341296	-0.4319871841436803	-0.6342349714395973	-0.2135621975630644	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	4.0
chr3	95250000	95500000	0.8342521393731168	0.95932548432476	0.8356215883472616	0.0020469332112174974	0.341384	-0.2576972920810649	-0.800183429903879	0.19154077637068223	0.0	0.0	0.0	0.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	95500000	95750000	0.7682045213200988	0.8598053470988555	0.7910915242641561	0.0021614738128707756	0.347896	-0.3912527248798474	-0.6160318741210437	-0.1941249197982301	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	3.0	3.0
chr3	95750000	96000000	0.7342975968428396	0.7991430242147765	0.7626739575196262	0.002226683671125671	0.345016	-0.546163011713194	-0.4956532484861225	-0.45169081626660706	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	96000000	96250000	0.6788144183115392	0.7268412485865949	0.7273550250385076	0.0024657266544236274	0.343452	-0.6045300719207316	-0.4919983536184289	-0.48978689819048205	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	96250000	96500000	0.739708422890761	0.8081351889592949	0.7669528570386328	0.002259276404179093	0.3508	-0.5973158908169407	-0.4976092270716571	-0.39546456602807745	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	96500000	96750000	0.7397793177780415	0.8089635018502787	0.7673458075286256	0.0022628338898963204	0.355108	-0.6076368059207279	-0.45821059635829964	-0.46017496839225536	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	96750000	97000000	0.7573959799611513	0.8417116803082085	0.7827234362340577	0.002146297609355169	0.356008	-0.553102546443857	-0.4874892035414147	-0.48724597774347855	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	97000000	97250000	0.7818261290270373	0.8805463018890862	0.8005763556338589	0.0021018274809705027	0.351684	-0.7160415492204794	-0.48803362771647335	-0.4388068351146256	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
chr3	97250000	97500000	0.7157721330009968	0.805246033595544	0.7655806670877581	0.002327460986303629	0.352148	-0.7099939981141027	-0.5081363135831723	-0.38874602154989035	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
chr3	97500000	97750000	0.8463321715948618	0.9921067952983291	0.849778762000307	0.0018941168461861838	0.362444	-0.5689070589256572	-0.5061251664358154	-0.37364464932743785	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	97750000	98000000	0.9573594632625888	1.22895789659776	0.945790969294096	0.0016753610077725504	0.373068	-0.11270154435601838	-0.7004439240784498	0.2030938458624286	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	98000000	98250000	0.9808577480617919	1.2723614920853035	0.9623474925353115	0.0017384621484933444	0.368592	-0.21281837448481325	-0.5650112322059408	-0.018007285999704623	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	98250000	98500000	1.0124319928520995	1.3506370602832591	0.9915074729050166	0.0016661923534592967	0.369116	-0.06964007780349325	-0.6258276505884884	0.18900791400904154	0.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	98500000	98750000	1.1869938899672747	1.6812134218232726	1.1062112858567243	0.001384213732881506	0.388296	0.30709545131860494	-0.7283860092835992	0.5087437778180789	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	98750000	99000000	1.0682620416901594	1.4508927393563569	1.027647841532203	0.0015542032453469713	0.38316	0.006845235376357758	-0.5918315879126327	0.11901281172705011	1.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0	5.0
chr3	99000000	99250000	0.8609294688645591	1.0891519336059743	0.8903707700172004	0.0019405108652196896	0.370448	-0.3443965250119034	-0.40377022888179215	-0.2516714753968064	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	99250000	99500000	0.9020862245936299	1.1437112471092858	0.9123991177358031	0.0018822563169138193	0.370312	-0.2932096787528879	-0.5039238616723103	0.0012263270033648212	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	99500000	99750000	0.9627073573757722	1.2439702394339476	0.9515500927633938	0.00167547793680949	0.380704	-0.2581791344239781	-0.454120746983025	-0.1383521342866019	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	99750000	100000000	1.1641932851433194	1.6304974801341252	1.089398383900302	0.0013452836307595677	0.392024	0.1294048641193875	-0.5700481415108042	0.2747847642553931	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	100000000	100250000	1.0768481971649653	1.5187978301591971	1.0514209946185133	0.001514315575417016	0.393372	0.21597165699417661	-0.5633314859839155	0.44005198222405745	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	100250000	100500000	1.1504221980158715	1.6305306126497645	1.0894094524011948	0.001380034677250045	0.396344	0.322729573607569	-0.5837960851298415	0.3421738759126022	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	100500000	100750000	1.0330257573847663	1.41718703119645	1.015641049073534	0.0015540527461985615	0.38628	0.15061274659850624	-0.5462460154536646	0.2353922869469339	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	4.0	5.0
chr3	100750000	101000000	0.8802610457471068	1.1263531221658323	0.9054488975875037	0.0018244196793095783	0.370612	-0.25706833470312296	-0.38063823572307587	-0.14373083355899952	0.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	101000000	101250000	0.8947741805583361	1.1403383570172003	0.9110527577211197	0.0018808519455503644	0.383904	-0.33098607460452656	-0.3607080893765477	-0.19173393473518033	0.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	101250000	101500000	0.9715407624880992	1.2942919041869867	0.9706055672239322	0.001681093027950756	0.371504	-0.02906002742278071	-0.5506232718416468	0.13649347633488582	0.0	1.0	1.0	1.0	1.0	2.0	3.0	4.0	4.0	5.0
chr3	101500000	101750000	1.2174892283994099	1.7256772578112753	1.1207440671781095	0.0012112077004216946	0.42152	0.2653293849899817	-0.6306022259453155	0.2846804425786535	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	101750000	102000000	1.1974378568643864	1.7200016578822552	1.1188995352289917	0.0014148988320140461	0.394432	0.24829888848145593	-0.7984773678462045	0.5417672717205849	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	102000000	102250000	1.0872575404097176	1.4983186222425173	1.0443083471682981	0.0016229496559020304	0.382608	-0.04640375582839705	-0.6929533380427557	0.2846012234522213	0.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0
chr3	102250000	102500000	0.8626069323487557	1.0639679084685072	0.8800167230010184	0.0019366173503489689	0.359452	-0.540808726198205	-0.5194640807410161	-0.2850765687733479	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	3.0
chr3	102500000	102750000	0.8665906316298521	1.0422097854481485	0.870972081030193	0.0019020969897214706	0.373448	-0.4878901954400118	-0.5074723969924712	-0.35849433729021113	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	102750000	103000000	0.7353976780140256	0.8350255386521884	0.7796084538331334	0.002266243001371267	0.351312	-0.6445612565017055	-0.4833831834601255	-0.41597029939752184	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	103000000	103250000	0.7419317018124041	0.844375534565612	0.7839610417636592	0.002263452325715912	0.35072	-0.5900873077233763	-0.5496262945271386	-0.21016882000198103	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	103250000	103500000	0.7476881377156187	0.8398529461808412	0.7818587227712178	0.0022367653015148157	0.346804	-0.6443696742559539	-0.5147728579201931	-0.38082681163902987	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0
chr3	103500000	103750000	0.7078033236052894	0.7869436319563691	0.7568302346141891	0.002328452643708722	0.349304	-0.702338962392483	-0.5016611381489182	-0.4221726576763035	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
chr3	103750000	104000000	0.6697365535985712	0.7436858195376386	0.7357349904931471	0.002488706249153182	0.336736	-0.6844717909208853	-0.5668928063087101	-0.4353161497717159	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
chr3	104000000	104250000	0.7393277793799471	0.8457273412036973	0.7845883336958345	0.002225826100225992	0.349108	-0.5983541965992695	-0.5250726734910421	-0.48904011426540106	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	104250000	104500000	0.865059808722492	1.0507712274893557	0.8745421519863287	0.0019518441370450505	0.353848	-0.392693750927192	-0.6260062973863123	-0.18580269309036332	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	3.0	4.0
chr3	104500000	104750000	0.9407154334605037	1.1618347331640082	0.9195997372229071	0.0018014721943115303	0.35228	-0.34228088797774175	-0.6478142936352286	-0.11500802537621277	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	4.0
chr3	104750000	105000000	0.8032346331759542	0.9506580182335069	0.8318381198336885	0.0020956191079737293	0.352384	-0.5609002232532555	-0.4495316522102298	-0.4572676490615099	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0
chr3	105000000	105250000	0.8267447505954917	0.9906357116039421	0.8491485075574218	0.0020219487272373016	0.35644	-0.5647898168121709	-0.47202176035477394	-0.41986340961052604	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0
chr3	105250000	105500000	0.9689547525282718	1.2356639177631636	0.9483678946601454	0.0016414042756467521	0.355028	-0.1833438427947927	-0.6660139491409599	0.0003429284284914403	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	105500000	105750000	0.9970433311193557	1.3246247222548082	0.9819131784811141	0.0015944262337804437	0.362376	-0.03639982496908393	-0.6056913369914415	-0.05362464595395363	0.0	1.0	1.0	1.0	1.0	2.0	3.0	4.0	4.0	5.0
chr3	105750000	106000000	1.0672591891882977	1.4908638062236643	1.0417071533099167	0.0015896917510005361	0.364332	0.24650221877083012	-0.6933340415868321	0.4188886726407929	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	106000000	106250000	1.1012685617546687	1.549773419030422	1.0620886422145364	0.0016442198763699871	0.369188	0.23202457766390586	-0.7089110306770824	0.4701350728306006	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	106250000	106500000	1.1274418556737276	1.5815110557613519	1.0729087244760036	0.0015361745943207122	0.366656	0.18275793874378557	-0.7091583234300366	0.4162014768523474	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	4.0	5.0
chr3	106500000	106750000	0.9943789387285698	1.3208774347359982	0.9805233067290288	0.001629354824683531	0.361484	-0.15403297067380792	-0.5933919553899969	-0.13942285318939251	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	106750000	107000000	0.8259553081370542	1.012887509107327	0.8586323923239544	0.001955431870091143	0.369324	-0.6491712879365208	-0.45285225388946276	-0.4274412626879375	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	3.0
chr3	107000000	107250000	0.9999235420852916	1.2701383002859035	0.9615063721219399	0.0016135948653884142	0.384112	-0.5939916588619035	-0.5226127157845691	-0.37739917756586555	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	107250000	107500000	0.9365363183627924	1.2191075996981822	0.9419930096462087	0.0017180374373445757	0.384008	-0.4975254460177034	-0.5190604161265722	-0.09761769226905492	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0
chr3	107500000	107750000	1.0807729730982782	1.5111972310715311	1.0487868545208472	0.0014283062945803118	0.36992	0.08263721064696011	-0.7015425199374794	0.4704511073098516	1.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0	5.0
chr3	107750000	108000000	1.1539324864708074	1.6359146464411585	1.0912065923368093	0.0014104144256196257	0.397684	-0.009717967445981584	-0.537287119427011	0.3058756460845433	0.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0	5.0
chr3	108000000	108250000	1.1782064466801248	1.7130338898433008	1.1166308908648366	0.0014195450265797904	0.393244	0.29748328306598293	-0.6496922468141202	0.6859902541396891	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	108250000	108500000	1.1112702398053826	1.5815011160066599	1.0729053528693853	0.0014898046913883348	0.390624	0.07228469361064752	-0.574183632410615	0.3903692997441666	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	4.0	5.0
chr3	108500000	108750000	1.0710343017713633	1.4491996678071863	1.0270480765921293	0.001482282138203549	0.367944	-0.22173256177173672	-0.6140598205706757	0.23866605121060008	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	108750000	109000000	0.9372239722355653	1.2009145353606172	0.9349377838553445	0.0017439109649879274	0.379708	-0.6034540011992442	-0.4716887540377484	-0.10791978922328398	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	3.0
chr3	109000000	109250000	0.9030190584923334	1.12373234017876	0.9043948914864239	0.0017319949209125332	0.387924	-0.6210220668862952	-0.42843010592742997	-0.19939929650750007	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	109250000	109500000	0.9019943027467227	1.0826447075344068	0.8877069893247772	0.0016809882063628543	0.409268	-0.7205170206192631	-0.2988145868465793	-0.3731835825109517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	109500000	109750000	0.807900022619718	0.9361857354022405	0.8254821192450728	0.0020587405925527025	0.377604	-0.8211869625182848	-0.28102158666605226	-0.4216344471736613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	109750000	110000000	0.7140348859035337	0.8032481429024914	0.7646303386530667	0.002373439834469622	0.363756	-0.8158333314978189	-0.3188501942546437	-0.3816901444140423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	110000000	110250000	0.6996243225001804	0.7842400186801984	0.7555290380185793	0.0024029261517243307	0.350944	-0.8299607719921205	-0.3487960114413565	-0.3627009970510333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	110250000	110500000	0.7332454518153736	0.838136681870723	0.7810594385216144	0.0022452677426507387	0.356216	-0.7420653025697007	-0.37331983908055155	-0.33276474270050566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	110500000	110750000	0.7994440455585149	0.9309507979312237	0.8231709297765943	0.002040139394816738	0.368116	-0.7367035663674145	-0.34698131277955807	-0.30001415490638733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	110750000	111000000	0.7845081770056989	0.9173333340034524	0.8171282931923087	0.0020932427001520743	0.367356	-0.7584559934868945	-0.3329517135175375	-0.29599156971046076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	111000000	111250000	0.8034522934782174	0.9600146406500583	0.8359216796750849	0.0020639636423338053	0.37034	-0.7193159774026839	-0.3595911555016268	-0.2593599508036036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
chr3	111250000	111500000	0.9230824058889893	1.1417961877053315	0.9116349254808321	0.001753278254367594	0.373944	-0.6465784173479803	-0.3582817201164906	-0.23471577808427846	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0
chr3	111500000	111750000	1.0974324275765674	1.4748210421510928	1.0360872356962605	0.001464818388477956	0.392112	-0.244823333255169	-0.5813913867893371	0.2693182241457429	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	111750000	112000000	0.9973319961862	1.351703927286846	0.9918989910374926	0.001615968475169712	0.387304	-0.2570360298201933	-0.47509167270997726	0.27950737227001854	0.0	0.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0
chr3	112000000	112250000	1.172287124139643	1.7180236466985863	1.1182559799025038	0.0013634779502723412	0.394632	0.2684621798609553	-0.6004394132958704	0.5784956972759275	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	112250000	112500000	1.16819444101569	1.7573618825171822	1.1309860854281841	0.0014835662825628617	0.383192	0.5385158298508351	-0.6657524357987364	0.8525594952345569	1.0	1.0	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
chr3	112500000	112750000	1.1295876496928294	1.6907555863274044	1.1093461390672674	0.001508967621783296	0.388172	0.5065343406725196	-0.4377263557899927	0.4810020401736141	1.0	1.0	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
chr3	112750000	113000000	1.155539319167439	1.7234938250306424	1.1200348256732024	0.0014233868987657554	0.380736	0.5073544347065161	-0.48491680964455214	0.6771137514538773	1.0	1.0	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
chr3	113000000	113250000	1.1097429008070632	1.632737238191345	1.0901463615821214	0.0014185783392080863	0.417148	0.38915975076186893	-0.13404580736759153	0.28963928894584895	1.0	1.0	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
chr3	113250000	113500000	1.1600874323407053	1.7311109903761281	1.1225071538738152	0.00139759105399425	0.399688	0.4523484573531242	-0.26610339714786585	0.4328777530578957	1.0	1.0	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
chr3	113500000	113750000	1.2618717295509836	1.923312713599976	1.1831821576692851	0.0012215288034945137	0.400304	0.6066472517802792	-0.4121392708020653	0.6020145663766318	1.0	1.0	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
chr3	113750000	114000000	1.136028066118336	1.6891652255767158	1.1088242790056242	0.0013190337933529706	0.396792	0.4895565254655205	-0.3421073872378091	0.4950457182548684	1.0	1.0	1.0	1.0	2.0	3.0	4.0	5.0	6.0	6.0
chr3	114000000	114250000	1.154324973570568	1.684337818048063	1.107238709866572	0.001339666120154329	0.403988	0.2604372260196234	-0.2557968531388452	0.3720512509235364	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	114250000	114500000	1.1777536413167535	1.6984025709369654	1.111851995799521	0.0013691409678428	0.390852	0.21147592116664476	-0.4465609211585138	0.5360679118334104	1.0	1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	5.0
chr3	114500000	114750000	0.9855394146107969	1.3542153719723085	0.9928200297971894	0.0016466172030635527	0.36398	-0.07264819729902049	-0.35627504673309096	0.34987487641210807	0.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	4.0	4.0
